reservation_number_of_reservations,product_fee_description,line_item_product_code,reservation_unused_normalized_unit_quantity,savings_plan_amortized_upfront_commitment_for_billing_period,line_item_unblended_cost,product_servicecode,product_from_location,line_item_unblended_rate,line_item_usage_type,identity_line_item_id,line_item_usage_amount,pricing_public_on_demand_rate,reservation_units_per_reservation,bill_invoice_id,pricing_unit,reservation_amortized_upfront_fee_for_billing_period,product_to_location_type,line_item_usage_end_date,product_from_location_type,reservation_total_reserved_units,product_region_code,reservation_amortized_upfront_cost_for_usage,reservation_unused_amortized_upfront_fee_for_billing_period,product_product_name,line_item_normalization_factor,bill_payer_account_name,line_item_blended_rate,line_item_resource_id,_fivetran_synced,line_item_line_item_type,product_instance_family,product_from_region_code,product_pricing_unit,line_item_tax_type,product,line_item_operation,_modified,product_to_location,line_item_usage_start_date,reservation_unused_recurring_fee,product_location_type,product_fee_code,reservation_recurring_fee_for_usage,reservation_upfront_value,bill_invoicing_entity,line_item_normalized_usage_amount,savings_plan_savings_plan_effective_cost,bill_bill_type,reservation_total_reserved_normalized_units,line_item_availability_zone,bill_billing_period_start_date,pricing_term,pricing_purchase_option,_line,reservation_effective_cost,reservation_normalized_units_per_reservation,line_item_line_item_description,product_instance_type,savings_plan_used_commitment,savings_plan_recurring_commitment_for_billing_period,pricing_public_on_demand_cost,line_item_usage_account_name,line_item_currency_code,line_item_blended_cost,_file,pricing_currency,reservation_unused_quantity,product_location,savings_plan_savings_plan_rate,bill_billing_entity,bill_billing_period_end_date,bill_payer_account_id,identity_time_interval,product_operation,product_usagetype,product_to_region_code,product_product_family,line_item_usage_account_id,savings_plan_total_commitment_to_date
,,AmazonS3,,,1.5667,AWSDataTransfer,,2.21682,BoxUsage:m7g.large,ff74aaf3-89bd-168a-fa66-a4520ebd50e4,1.9688,1.21538,,,GB-Mo,,,2026-05-28 22:37:35.361,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.37302,,2026-05-28 22:37:35.361,Usage,Compute optimized,,,,"{""product_name"":""Amazon Simple Storage Service""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.361,,AWS Region,,,,"Amazon Web Services, Inc.",25.0979,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,179408.0,,,EC2 instance hours,m7g.large,,,0.1432,Developer Experience,USD,4.0838,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000003,
,,AmazonEC2,,,18.2651,AmazonEC2,,0.13041,BoxUsage:m7g.large,0d9bba42-c17c-36fb-fbd4-429a830e1141,16.3021,2.26353,,,GB,,,2026-05-28 22:37:35.362,,,eu-west-1,,,AWS Lambda,1.0,Analytics,0.0599,,2026-05-28 22:37:35.362,Usage,,,,,"{""product_name"":""AWS Lambda""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.362,,AWS Region,,,,"Amazon Web Services, Inc.",30.1442,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,385145.0,,,Data transfer,,,,8.8696,Core Services,USD,10.5233,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AWSDataTransfer,,,10.8773,AmazonEC2,,3.18656,DataTransfer-Out-Bytes,97f67c66-1c2c-633c-1102-f029c0922815,5.5042,1.39761,,,GB-Mo,,,2026-05-28 22:37:35.362,,,eu-west-1,,,AWS Lambda,1.0,Platform,1.24184,,2026-05-28 22:37:35.362,RIFee,Compute optimized,,,,"{""product_name"":""AWS Lambda""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.362,,AWS Region,,,,"Amazon Web Services, Inc.",38.6782,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,154138.0,,,S3 standard storage,c7g.xlarge,,,11.9493,Data Platform,USD,5.0229,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSDataTransfer,,,4.9589,AWSLambda,,0.16237,TimedStorage-ByteHrs,3d42547f-f9d9-f6ae-4408-146f78715e4a,37.2468,3.39691,,,Hrs,,,2026-05-28 22:37:35.365,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,0.73536,,2026-05-28 22:37:35.365,RIFee,Compute optimized,,,,"{""product_name"":""AWS Data Transfer""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.365,,AWS Region,,,,"Amazon Web Services, Inc.",36.8142,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,85542.0,,,S3 standard storage,c7g.xlarge,,,19.3682,Core Services,USD,6.537,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000003,
,,AmazonEC2,,,9.2018,AWSDataTransfer,,2.16765,DataTransfer-Out-Bytes,f44ae496-6531-f0ec-25fc-0e3414070445,19.5615,3.62073,,,GB-Mo,,,2026-05-28 22:37:35.365,,,eu-west-1,,,AWS Data Transfer,1.0,Analytics,0.03698,,2026-05-28 22:37:35.365,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.365,,AWS Region,,,,"Amazon Web Services, Inc.",13.1909,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,435472.0,,,S3 standard storage,c7g.xlarge,,,12.4666,Developer Experience,USD,10.8587,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AWSLambda,,,13.5096,AmazonEC2,,0.77259,DataTransfer-Out-Bytes,cc3ecf57-9ba9-2ceb-c316-64dcfda74e75,8.9342,0.2296,,,GB-Mo,,,2026-05-28 22:37:35.367,,,us-west-2,,,AWS Data Transfer,1.0,Platform,1.94489,,2026-05-28 22:37:35.367,Usage,General purpose,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.367,,AWS Region,,,,"Amazon Web Services, Inc.",1.4962,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,401419.0,,,EC2 instance hours,,,,8.1282,Data Platform,USD,2.8605,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000003,
,,AmazonS3,,,15.6003,AmazonEC2,,1.6725,BoxUsage:m7g.large,254ad176-7d8b-5f74-7173-6df0f29cb9ab,31.3414,3.82366,,,Hrs,,,2026-05-28 22:37:35.367,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Analytics,0.69906,,2026-05-28 22:37:35.367,Usage,Compute optimized,,,,"{""product_name"":""AWS Data Transfer""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.367,,AWS Region,,,,"Amazon Web Services, Inc.",0.8234,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,104009.0,,,S3 standard storage,c7g.xlarge,,,5.7626,Developer Experience,USD,7.0308,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AmazonEC2,,,8.1259,AWSLambda,,2.97693,BoxUsage:m7g.large,21ab09a6-1bc1-2035-dcfa-e0b91589e027,18.2875,2.81178,,,GB,,,2026-05-28 22:37:35.369,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Analytics,1.24477,,2026-05-28 22:37:35.369,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.369,,AWS Region,,,,"Amazon Web Services, Inc.",9.6295,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,173416.0,,,EC2 instance hours,c7g.xlarge,,,18.9014,Data Platform,USD,9.7799,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AmazonS3,,,13.9193,AWSDataTransfer,,2.17776,BoxUsage:m7g.large,cf035466-bd61-f109-acb2-fec2d7aea40c,12.0169,3.4104,,,GB,,,2026-05-28 22:37:35.370,,,us-west-2,,,AWS Data Transfer,1.0,Platform,2.57722,,2026-05-28 22:37:35.370,Usage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.370,,AWS Region,,,,"Amazon Web Services, Inc.",3.2308,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,23907.0,,,Data transfer,c7g.xlarge,,,15.9019,Core Services,USD,8.0662,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSDataTransfer,,,18.5543,AWSLambda,,0.45623,DataTransfer-Out-Bytes,a055cd5f-5a5a-30b8-c7ea-202c8baea345,12.667,0.22753,,,GB-Mo,,,2026-05-28 22:37:35.370,,,us-east-1,,,AWS Lambda,1.0,Analytics,2.97206,,2026-05-28 22:37:35.370,RIFee,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.370,,AWS Region,,,,"Amazon Web Services, Inc.",8.3204,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,35087.0,,,EC2 instance hours,,,,20.5058,Developer Experience,USD,11.2702,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000003,
,,AmazonEC2,,,6.3146,AWSDataTransfer,,0.22294,DataTransfer-Out-Bytes,6173fd32-6a8b-d8d8-c6e9-ed459d3a3212,10.4711,2.47981,,,GB-Mo,,,2026-05-28 22:37:35.370,,,us-east-1,,,AWS Lambda,1.0,Platform,2.05796,,2026-05-28 22:37:35.370,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.370,,AWS Region,,,,"Amazon Web Services, Inc.",5.5913,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,198165.0,,,Data transfer,m7g.large,,,19.3411,Developer Experience,USD,13.0859,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000003,
,,AWSDataTransfer,,,4.1754,AWSDataTransfer,,1.89906,TimedStorage-ByteHrs,dbf2ea3d-1c00-71e3-90c3-4623c523d8b7,37.4929,0.39866,,,GB-Mo,,,2026-05-28 22:37:35.371,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,0.59767,,2026-05-28 22:37:35.371,DiscountedUsage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.371,,AWS Region,,,,"Amazon Web Services, Inc.",4.8693,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,157420.0,,,S3 standard storage,m7g.large,,,16.0099,Core Services,USD,13.8849,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AWSDataTransfer,,,11.8172,AWSDataTransfer,,2.60379,BoxUsage:m7g.large,38e7077e-9672-ddb1-b31a-3e7f201e4253,28.7869,1.03277,,,Requests,,,2026-05-28 22:37:35.372,,,us-west-2,,,AWS Data Transfer,1.0,Analytics,2.64846,,2026-05-28 22:37:35.372,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.372,,AWS Region,,,,"Amazon Web Services, Inc.",36.4411,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,94905.0,,,S3 standard storage,,,,7.4369,Core Services,USD,0.7864,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000003,
,,AmazonS3,,,3.5362,AWSLambda,,0.31368,Request,55db34c2-31fe-73eb-8dd1-c23c353828d1,16.2769,2.89743,,,GB,,,2026-05-28 22:37:35.372,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.07576,,2026-05-28 22:37:35.372,DiscountedUsage,General purpose,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.372,,AWS Region,,,,"Amazon Web Services, Inc.",31.2511,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,415410.0,,,S3 standard storage,m7g.large,,,21.5628,Data Platform,USD,2.5818,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AmazonS3,,,5.0897,AmazonS3,,0.42232,TimedStorage-ByteHrs,8dd1c74d-4169-e902-873d-cf8a46749790,15.1916,0.30709,,,GB,,,2026-05-28 22:37:35.374,,,us-east-1,,,AWS Lambda,1.0,Analytics,1.88941,,2026-05-28 22:37:35.374,DiscountedUsage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.374,,AWS Region,,,,"Amazon Web Services, Inc.",22.3322,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,91795.0,,,EC2 instance hours,m7g.large,,,5.2691,Core Services,USD,14.9507,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000001,
,,AmazonS3,,,1.9342,AWSDataTransfer,,0.29268,TimedStorage-ByteHrs,f49c045e-69c4-d45a-6c01-814118968013,26.66,2.19635,,,Hrs,,,2026-05-28 22:37:35.374,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.31399,,2026-05-28 22:37:35.374,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.374,,AWS Region,,,,"Amazon Web Services, Inc.",28.1529,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,350862.0,,,S3 standard storage,c7g.xlarge,,,3.7747,Developer Experience,USD,3.1511,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AWSLambda,,,10.6938,AmazonS3,,2.96592,DataTransfer-Out-Bytes,63dde403-6abf-9cae-ba1a-35aaa71795fa,8.4948,0.08898,,,GB,,,2026-05-28 22:37:35.374,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Platform,0.2701,,2026-05-28 22:37:35.374,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.374,,AWS Region,,,,"Amazon Web Services, Inc.",27.6968,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,175237.0,,,S3 standard storage,,,,1.0198,Core Services,USD,10.5164,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000001,
,,AWSLambda,,,10.6216,AmazonS3,,2.48606,BoxUsage:m7g.large,abd661bc-9a50-a611-0d03-f8758232dce5,30.2104,2.61519,,,Hrs,,,2026-05-28 22:37:35.381,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.7182,,2026-05-28 22:37:35.381,Usage,,,,,"{""product_name"":""AWS Lambda""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.381,,AWS Region,,,,"Amazon Web Services, Inc.",9.1684,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,139128.0,,,EC2 instance hours,c7g.xlarge,,,7.6465,Data Platform,USD,11.3071,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000003,
,,AWSLambda,,,3.4258,AWSDataTransfer,,1.88795,DataTransfer-Out-Bytes,e8f52f02-de42-9e7d-4219-99e8a643c977,36.1149,0.56353,,,GB-Mo,,,2026-05-28 22:37:35.382,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Platform,1.24516,,2026-05-28 22:37:35.382,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.382,,AWS Region,,,,"Amazon Web Services, Inc.",29.0364,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,268413.0,,,Lambda requests,,,,5.6462,Data Platform,USD,8.6774,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AWSLambda,,,4.9824,AWSLambda,,0.8484,BoxUsage:m7g.large,f2515e85-a6c2-046a-f66f-9a3d6987ee37,1.7394,2.70226,,,Hrs,,,2026-05-28 22:37:35.382,,,us-east-1,,,Amazon Simple Storage Service,1.0,Platform,2.20525,,2026-05-28 22:37:35.382,Usage,General purpose,,,,"{""product_name"":""AWS Lambda""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.382,,AWS Region,,,,"Amazon Web Services, Inc.",13.5955,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,205688.0,,,S3 standard storage,,,,5.7043,Developer Experience,USD,12.3044,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AmazonS3,,,6.0308,AmazonEC2,,0.98881,Request,6bd309ed-fe35-7e3f-9668-44ab4b6a7541,6.6416,3.91521,,,GB-Mo,,,2026-05-28 22:37:35.382,,,us-east-1,,,AWS Data Transfer,1.0,Platform,1.5047,,2026-05-28 22:37:35.382,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.382,,AWS Region,,,,"Amazon Web Services, Inc.",28.0711,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,442752.0,,,S3 standard storage,,,,10.4378,Core Services,USD,7.0185,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000001,
,,AWSDataTransfer,,,2.7733,AWSDataTransfer,,3.01464,TimedStorage-ByteHrs,14ae9a12-89f3-825e-8685-76d778a72235,31.6733,0.85991,,,Requests,,,2026-05-28 22:37:35.383,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Analytics,1.31969,,2026-05-28 22:37:35.383,Usage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.383,,AWS Region,,,,"Amazon Web Services, Inc.",19.5088,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,203072.0,,,S3 standard storage,m7g.large,,,20.0782,Core Services,USD,14.2114,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000003,
,,AmazonS3,,,14.0169,AWSDataTransfer,,0.10937,TimedStorage-ByteHrs,9666b1fc-8061-03d7-5592-f0de6cec2f57,5.7783,0.56587,,,Requests,,,2026-05-28 22:37:35.383,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Platform,0.53562,,2026-05-28 22:37:35.383,Usage,Compute optimized,,,,"{""product_name"":""Amazon Simple Storage Service""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.383,,AWS Region,,,,"Amazon Web Services, Inc.",36.6484,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,197452.0,,,S3 standard storage,,,,14.8571,Developer Experience,USD,4.528,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSDataTransfer,,,7.9262,AWSLambda,,3.18818,BoxUsage:m7g.large,a595d2e9-0323-6dd7-61aa-a257d1c27d64,39.2266,0.13587,,,GB-Mo,,,2026-05-28 22:37:35.385,,,us-east-1,,,Amazon Simple Storage Service,1.0,Platform,1.89889,,2026-05-28 22:37:35.385,Usage,General purpose,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.385,,AWS Region,,,,"Amazon Web Services, Inc.",16.4232,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,69815.0,,,S3 standard storage,c7g.xlarge,,,13.7384,Core Services,USD,13.3997,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AmazonS3,,,12.442,AWSLambda,,3.0208,DataTransfer-Out-Bytes,f2e33111-aa39-dcc7-60b7-7bb09de05e95,10.2721,1.6319,,,Hrs,,,2026-05-28 22:37:35.385,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Platform,0.02437,,2026-05-28 22:37:35.385,DiscountedUsage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.385,,AWS Region,,,,"Amazon Web Services, Inc.",16.2845,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,123893.0,,,EC2 instance hours,m7g.large,,,14.9282,Data Platform,USD,0.5976,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AWSLambda,,,7.5026,AWSDataTransfer,,1.98969,BoxUsage:m7g.large,cb2f22fe-e9d8-6096-1731-810098f115e7,26.2038,3.53307,,,GB-Mo,,,2026-05-28 22:37:35.471,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,2.32334,,2026-05-28 22:37:35.471,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.471,,AWS Region,,,,"Amazon Web Services, Inc.",3.4996,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,115823.0,,,Data transfer,m7g.large,,,8.0093,Data Platform,USD,2.2786,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AmazonS3,,,10.6034,AmazonEC2,,1.80122,TimedStorage-ByteHrs,6d2c7a75-0804-1cf7-7e80-ecf56498e872,10.4646,1.83246,,,Hrs,,,2026-05-28 22:37:35.472,,,us-east-1,,,Amazon Simple Storage Service,1.0,Platform,0.28036,,2026-05-28 22:37:35.472,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.472,,AWS Region,,,,"Amazon Web Services, Inc.",17.7332,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,96659.0,,,S3 standard storage,m7g.large,,,18.2499,Developer Experience,USD,7.0456,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSDataTransfer,,,4.3044,AmazonS3,,2.23869,BoxUsage:m7g.large,35ba3509-e48d-235c-9f1f-e59885caabc3,27.4266,0.62706,,,Requests,,,2026-05-28 22:37:35.472,,,us-east-1,,,AWS Lambda,1.0,Analytics,2.97248,,2026-05-28 22:37:35.472,Usage,,,,,"{""product_name"":""AWS Lambda""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.472,,AWS Region,,,,"Amazon Web Services, Inc.",16.237,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,84236.0,,,EC2 instance hours,,,,19.4568,Data Platform,USD,16.823,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000003,
,,AmazonEC2,,,9.5625,AmazonEC2,,2.02386,TimedStorage-ByteHrs,ad202858-ceee-64c7-f560-75978c8d83ab,12.0544,1.58168,,,GB-Mo,,,2026-05-28 22:37:35.473,,,eu-west-1,,,AWS Lambda,1.0,Platform,0.87384,,2026-05-28 22:37:35.473,DiscountedUsage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:35.473,,AWS Region,,,,"Amazon Web Services, Inc.",17.6545,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,183950.0,,,Data transfer,,,,20.5443,Core Services,USD,0.5317,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
